1356333844800,0.0,0.0,0.0
1356333844837,0.040830612,4.7683716E-7,0.14971197
1356333844875,0.0814352,-0.08165598,-0.3410433
1356333844915,0.2710266,-0.23092747,0.5027368
1356333844947,0.037047386,0.043007374,-0.4242034
1356333844985,0.07267189,0.19628239,0.33754563
1356333845068,0.09097195,-0.071018696,-0.65771323
1356333845069,0.12010479,0.083568096,0.1192438
1356333845099,0.14774036,-0.022533894,0.082336366
1356333845142,0.13332653,-0.06293583,0.38948554
1356333845174,0.07880592,0.018122673,0.47825474
1356333845217,0.022542,0.16571045,0.20835984
1356333845254,0.007624626,0.1627183,-0.055690587
1356333845288,0.11697483,-0.181499,0.46330756
1356333845327,-0.044486046,0.23544598,0.019193172
1356333845365,0.013842583,0.18760729,0.6015414
1356333845408,-0.03451252,0.17893362,-0.12836945
1356333845446,0.0013380051,0.12698555,0.67887354
1356333845486,0.14856434,-0.26875782,-0.013719797
1356333845528,0.18806553,-0.17487478,0.6427394
1356333845564,0.18605137,-0.14666557,0.49473727
1356333845605,0.07218933,0.03741789,-0.5130295
1356333845645,0.062758446,0.120224476,0.33023608
1356333845683,0.09081459,-0.14594889,-0.40235794
1356333845714,0.077534676,0.13382483,-0.5411484
1356333845753,0.021292686,0.21007442,-0.13593447
1356333845795,0.11495876,0.025270939,0.011978745
1356333845834,-0.008130074,0.14909649,-0.39687937
1356333845875,-0.33330536,0.103928566,-0.48089117
1356333845916,-0.7629833,-0.0964942,-0.52815217
1356333845955,-1.3744059,-0.14965773,-1.1409695
1356333845996,-2.1563091,0.8315015,-1.2789106
1356333846035,-2.0645409,2.0430713,-2.2879844
1356333846075,-0.6201868,1.5956864,-3.5687802
1356333846105,2.1636205,1.2583365,-0.24449825
1356333846146,2.7436075,-0.32284832,0.20052582
1356333846184,3.576447,-1.725121,-0.17512506
1356333846225,3.9809527,-2.1552613,-2.002475
1356333846266,3.114431,-1.3163984,-3.5699706
1356333846305,-0.13462543,-1.5070496,-3.790205
1356333846345,-7.1735983,0.73742676,-1.6408933
1356333846384,1.9222221,0.15945244,5.4695277
1356333846418,1.1921949,-1.1238172,5.533594
1356333846455,-1.9974461,-1.787283,2.7964382
1356333846486,-1.7221932,0.05659628,0.33384556
1356333846525,-1.7817802,-0.5875139,0.40816236
1356333846565,-0.94837,-1.8950193,3.308492
1356333846604,-0.35309124,-1.4120166,3.5892
1356333846636,-0.36174297,-0.58131814,1.9460771
1356333846675,-0.59309006,-0.3275473,0.5664812
1356333846715,-0.67119884,-0.6751468,0.40435877
1356333846756,-0.78808117,-0.594584,0.73989046
1356333846795,-0.20108318,0.06374216,0.6864414
1356333846835,-0.8805771,-0.025075436,0.023401141
1356333846874,-1.2931223,-1.479085,0.20987141
1356333846907,-2.4925556,-0.33522654,-0.6189838
1356333846945,-3.561841,0.02054429,0.6135231
1356333846985,-2.349945,1.2684219,-0.48643446
1356333847024,0.26359367,1.9192476,-2.4721913
1356333847055,1.4787025,1.9394615,-1.7205329
1356333847095,0.43690205,2.7191846,0.42456877
1356333847126,0.615098,2.7676525,-0.84447855
1356333847165,1.5010366,3.592897,-1.9352393
1356333847205,2.7127047,2.4713278,-2.1968174
1356333847244,3.2917476,0.73185825,-2.0945482
1356333847275,4.2349105,-1.0814414,-1.9073131
1356333847315,5.0467677,-2.225602,-2.4925704
1356333847403,4.7188478,-3.0045543,-2.8855166
1356333847405,3.5515776,-4.18895,-3.078298
1356333847433,0.52318,-3.9747982,-4.7478495
1356333847463,-4.747114,-3.2945433,-5.8679633
1356333847506,-5.585769,-3.2464838,-4.288106
1356333847551,-3.8206434,2.173933,-0.5970174
1356333847588,-0.25467682,5.762612,6.9674
1356333847630,2.145391,-2.4273162,3.4903984
1356333847670,-1.3963113,-0.18291664,4.40067
1356333847711,-2.9323425,0.19816566,4.4956856
1356333847749,-0.033836365,-0.5885956,3.2713428
1356333847790,0.024394035,-0.4515736,4.5586348
1356333847830,-0.15746403,-0.2682655,3.0695758
1356333847868,1.0944724,0.6478548,1.675004
1356333847912,0.8412781,0.5979433,0.9140096
