1356765991054,-8.689782,-3.1463003,1.56634
1356765991095,-8.689782,-3.1463003,1.9477097
1356765991134,-8.730643,-2.8738933,1.607201
1356765991174,-8.689782,-3.255263,1.879608
1356765991214,-8.812365,-2.9556155,1.56634
1356765991255,-8.771504,-3.1054392,1.1849703
1356765991294,-8.771504,-3.1054392,1.3756552
1356765991334,-8.730643,-3.1054392,1.2666923
1356765991375,-8.730643,-3.1463003,1.56634
1356765991414,-8.689782,-3.1463003,1.6889231
1356765991454,-8.771504,-3.214402,1.6480621
1356765991494,-8.771504,-3.3642259,1.1441092
1356765991534,-8.880466,-2.8330324,1.4982382
1356765991574,-8.771504,-3.173541,0.8036005
1356765991616,-8.880466,-3.1463003,0.6537767
1356765991654,-8.771504,-2.8738933,1.7978859
1356765991694,-8.730643,-3.173541,0.95342433
1356765991734,-8.812365,-3.336985,1.4165162
1356765991774,-8.499097,-3.3642259,1.7570249
1356765991814,-8.730643,-2.982856,1.7570249
1356765991854,-8.812365,-3.0237172,1.2666923
1356765991894,-8.771504,-3.0645783,0.88532263
1356765991934,-8.771504,-3.0237172,1.1168685
1356765991990,-8.62168,-3.1054392,1.4573772
1356765992024,-8.580819,-3.214402,1.4982382
1356765992054,-8.662541,-3.405087,1.1849703
1356765992094,-8.390134,-3.255263,1.7297841
1356765992134,-8.471856,-3.1054392,2.070293
1356765992164,-8.730643,-3.3642259,1.920469
1356765992194,-8.880466,-3.568531,2.1111538
1356765992224,-8.880466,-3.636633,1.920469
1356765992264,-8.471856,-3.9090397,1.334794
1356765992295,-8.308413,-4.5219555,1.2666923
1356765992334,-8.499097,-4.5219555,1.2666923
1356765992364,-8.471856,-4.0588636,1.2666923
1356765992404,-8.158588,-3.9771416,1.4982382
1356765992434,-8.158588,-3.9090397,1.3075534
1356765992464,-8.117727,-3.9771416,0.92618364
1356765992494,-8.117727,-4.2495484,1.0351465
1356765992524,-8.158588,-4.140586,1.2666923
1356765992554,-8.117727,-4.140586,1.2666923
1356765992594,-8.008764,-4.3312707,1.2666923
1356765992634,-8.308413,-4.2086873,1.1849703
1356765992674,-8.580819,-4.399372,1.3075534
1356765992704,-8.730643,-5.284695,1.5390993
1356765992734,-8.812365,-4.903325,1.56634
1356765992764,-9.656827,-5.407278,1.607201
1356765992804,-9.697687,-7.082581,2.1111538
1356765992834,-9.00305,-5.8158884,0.7627395
1356765992874,-9.384419,-3.255263,0.14982383
1356765992914,-8.921328,-2.4925237,-0.0
1356765992955,-10.038197,-2.7921712,0.8036005
1356765993000,-11.223166,-5.09401,0.84446156
1356765993035,-10.528529,-4.140586,0.38136974
1356765993074,-9.112013,-3.0237172,-0.84446156
1356765993114,-7.014479,-3.0237172,-0.5720546
1356765993154,-6.5922484,-2.4108016,-1.3756552
1356765993194,-5.325556,-1.56634,-1.9477097
1356765993234,-4.3312707,-0.7627395,-2.7921712
1356765993274,-5.012288,-1.7570249,-4.140586
1356765993314,-6.0201936,-4.5219555,-5.6252036
1356765993354,-6.6331096,-7.6954966,-6.0882955
1356765993394,-8.117727,-5.012288,-4.630918
1356765993434,-13.865514,-4.630918,-3.6774938
1356765993475,-8.240311,-3.255263,0.95342433
1356765993514,-4.399372,-0.6537767,0.92618364
1356765993554,-9.575105,-6.2789803,2.982856
1356765993594,-8.580819,-5.938472,2.9147544
1356765993634,-8.158588,-2.070293,0.23154591
1356765993674,-9.152874,-2.9147544,1.6480621
1356765993715,-7.8861814,-3.9090397,2.4108016
1356765993754,-8.158588,-4.7535014,1.6480621
1356765993795,-7.9679036,-5.284695,0.53119355
1356765993835,-7.8589406,-4.7535014,0.88532263
1356765993874,-8.349273,-4.2904096,0.8036005
1356765993915,-8.008764,-4.944186,0.8036005
1356765993989,-9.275456,-5.134871,1.1849703
1356765993997,-8.921328,-5.175732,0.6537767
1356765994024,-9.80665,-6.2789803,1.334794
1356765994054,-10.228881,-7.1234417,2.1792557
1356765994094,-9.466142,-4.440233,0.46309182
1356765994134,-10.419566,-1.1168685,0.040861044
1356765994174,-12.258313,-4.2904096,-0.0
1356765994214,-10.61025,-6.0882955,0.7218784
1356765994254,-9.466142,-3.0645783,-0.0
1356765994294,-6.932757,-2.6423476,-0.95342433
1356765994334,-6.66035,-1.2666923,-1.4573772
1356765994374,-5.5162406,-0.6946377,-1.4165162
1356765994414,-4.5900574,-1.0760075,-2.1383946
1356765994454,-3.7864566,-1.4165162,-4.2495484
1356765994494,-5.243834,-4.140586,-5.8567495
1356765994534,-6.701211,-7.205164,-6.1291566
1356765994574,-8.308413,-6.428804,-5.5571017
1356765994614,-4.2904096,-4.372132,-4.099725
1356765994654,-16.821129,-6.891896,0.38136974
1356765994694,-4.7126403,-3.445948,1.1849703
1356765994734,-3.2961242,1.8387469,2.1792557
1356765994774,-13.525005,-9.724928,6.2108784
1356765994814,-7.8861814,-0.61291564,-0.84446156
1356765994854,-7.8861814,-2.1111538,0.6946377
1356765994894,-8.430995,-4.944186,2.7921712
1356765994934,-7.9270425,-5.243834,1.607201
1356765994986,-7.7772183,-4.8216033,0.27240697
1356765995024,-7.8180795,-4.9850473,0.95342433
1356765995064,-8.158588,-3.9090397,1.334794
1356765995104,-7.9679036,-4.862464,0.9942854
1356765995144,-9.493382,-4.0588636,1.3756552
1356765995184,-9.084772,-4.372132,-0.61291564
1356765995224,-9.575105,-6.973618,1.4573772
1356765995264,-9.615966,-6.742072,1.6480621
1356765995304,-10.528529,-2.4516625,0.42223078
1356765995344,-13.1708765,-4.3312707,-0.38136974
1356765995384,-10.56939,-6.469665,0.5720546
1356765995424,-9.493382,-3.8681788,0.84446156
1356765995464,-7.6954966,-1.607201,-0.08172209
1356765995504,-6.5513873,-1.2666923,-1.607201
1356765995544,-5.8567495,-1.3075534,-1.3075534
1356765995584,-4.862464,-0.84446156,-1.7978859
1356765995624,-3.9771416,-1.7570249,-3.9090397
1356765995664,-5.597963,-3.405087,-5.053149
1356765995706,-7.246025,-5.284695,-5.5571017
1356765995744,-7.3958488,-6.5922484,-4.9850473
1356765995784,-7.7772183,-5.325556,-4.0180025
1356765995824,-16.3989,-6.782933,0.14982383
1356765995874,-1.0760075,2.4516625,1.4982382
1356765995914,-11.372991,-6.66035,4.671779
1356765995955,-9.00305,-6.238119,2.3018389
1356765995997,-6.932757,-2.1111538,0.14982383
1356765996034,-8.049625,-3.9499009,1.1849703
1356765996075,-7.8180795,-5.6660647,1.607201
1356765996114,-7.3958488,-5.407278,0.7218784
1356765996154,-8.076866,-4.7535014,0.6537767
1356765996194,-8.049625,-4.399372,0.6946377
1356765996234,-8.471856,-4.7126403,0.84446156
1356765996274,-9.00305,-5.243834,1.0351465
1356765996314,-8.853226,-5.47538,0.7218784
1356765996354,-9.275456,-7.5865335,1.56634
1356765996394,-10.460427,-6.701211,1.7297841
1356765996434,-9.915613,-1.6889231,0.61291564
1356765996474,-11.727119,-2.070293,-0.53119355
1356765996514,-11.876944,-4.399372,0.5720546
1356765996554,-10.147159,-5.325556,-0.27240697
1356765996594,-8.62168,-2.9147544,0.6537767
1356765996634,-7.205164,-2.0294318,-1.1849703
1356765996674,-6.1700177,-1.7297841,-2.1111538
1356765996714,-5.325556,-1.525479,-1.0351465
1356765996754,-3.8681788,-1.0351465,-1.879608
1356765996794,-3.9499009,-1.9477097,-4.7126403
