1356877272261,0.14964235,0.048518658,-0.98754907,-0.9696765,-0.18798524,-0.15616992,-0.19322184,0.98097277,0.018916875
1356877272280,0.3431275,0.04949966,0.93798363,0.91920066,0.18772618,-0.3461631,-0.19321904,0.9809733,0.018913895
1356877272315,0.3431647,0.04951778,0.9379691,0.9191965,0.18767121,-0.34620416,-0.19317305,0.9809829,0.018885583
1356877272345,0.3434131,0.049566835,0.9378755,0.91912997,0.18752487,-0.34645995,-0.19304788,0.9810084,0.018840164
1356877272387,0.34381512,0.049508184,0.9377313,0.91906416,0.18712565,-0.34685016,-0.19264549,0.98108757,0.018835455
1356877272427,0.34518093,0.049353898,0.9372376,0.9187125,0.18639381,-0.34817353,-0.19187903,0.9812348,0.01899752
1356877272469,0.3481809,0.049238086,0.9361334,0.91781753,0.18528356,-0.35111403,-0.19073832,0.9814508,0.019320607
1356877272508,0.35336044,0.049399823,0.934182,0.916142,0.18375817,-0.35625386,-0.18926245,0.9817294,0.019675642
1356877272548,0.36069423,0.049888045,0.9313489,0.91362405,0.18194439,-0.36357567,-0.18759179,0.98204243,0.020047396
1356877272589,0.36868995,0.05009061,0.92820185,0.9107912,0.18013984,-0.37149557,-0.18581456,0.9823648,0.020793676
1356877272628,0.37560546,0.04903537,0.92548156,0.9083294,0.17878754,-0.37811705,-0.18400565,0.98266494,0.022613347
1356877272667,0.38023883,0.046144903,0.92373645,0.90674555,0.17825331,-0.3821494,-0.1822933,0.982902,0.02593717
1356877272709,0.38151312,0.04104826,0.92345154,0.9065145,0.17875816,-0.38246173,-0.18077385,0.98303634,0.03098777
1356877272748,0.3796798,0.034094512,0.9244895,0.90753543,0.18017803,-0.37936175,-0.17950681,0.98304296,0.037467986
1356877272787,0.37577116,0.026187122,0.9263425,0.90937304,0.18204258,-0.3740337,-0.17842868,0.98294187,0.04459247
1356877272827,0.37049395,0.017897516,0.9286624,0.9117408,0.18392539,-0.36728758,-0.17737809,0.9827772,0.051825345
1356877272888,0.36505306,0.009955376,0.9309335,0.9141607,0.18541771,-0.36045867,-0.17620003,0.98260933,0.058586508
1356877272909,0.36051401,0.0029115677,0.9327493,0.9162407,0.18622705,-0.35471466,-0.17473593,0.98250246,0.064469814
1356877272948,0.35811758,-0.0025589466,0.93367296,0.91750944,0.18625039,-0.35140753,-0.17299765,0.982499,0.06904742
1356877272985,0.35863736,-0.0058306754,0.9334587,0.9176725,0.18543288,-0.35141394,-0.17104492,0.98263955,0.07185385
1356877273028,0.3630455,-0.006076902,0.93175155,0.91632175,0.18367207,-0.3558356,-0.16897434,0.9829688,0.07224974
1356877273067,0.371227,-0.0031237006,0.9285369,0.9134838,0.18059167,-0.36460122,-0.16654715,0.9835532,0.06989393
1356877273108,0.38182074,0.0022665858,0.9242336,0.9097758,0.1752798,-0.37627777,-0.16285235,0.984516,0.064863354
1356877273147,0.3921491,0.008152366,0.9198656,0.906446,0.1669821,-0.38790804,-0.15676346,0.9859262,0.058092177
1356877273187,0.3992805,0.012232363,0.9167472,0.90486825,0.15572806,-0.39618462,-0.14760956,0.98772424,0.051110476
1356877273227,0.4011194,0.012772799,0.91593677,0.905953,0.14234418,-0.3987323,-0.13547128,0.9897349,0.04552543
1356877273299,0.39655393,0.008877218,0.9179685,0.9100415,0.12767673,-0.39436424,-0.120704055,0.9917761,0.042552054
1356877273310,0.38749358,0.002093017,0.92187,0.91579336,0.11377689,-0.3851977,-0.10569373,0.9935041,0.04217103
1356877273347,0.37488675,-0.0066587925,0.9270468,0.9225422,0.10139561,-0.3723369,-0.09151915,0.99482393,0.044154882
1356877273399,0.36026752,-0.015762717,0.9327158,0.9294535,0.09129739,-0.3574645,-0.07951987,0.99569887,0.047542214
1356877273435,0.34394822,-0.024346143,0.93867296,0.93633044,0.08405909,-0.34090972,-0.070604146,0.99616337,0.051707983
1356877273478,0.3250205,-0.030631244,0.9452108,0.94344777,0.07954663,-0.32183635,-0.06533006,0.9963604,0.054753274
1356877273517,0.30568472,-0.034167856,0.95151955,0.95000446,0.07772842,-0.30240682,-0.06362754,0.9963889,0.056220025
1356877273557,0.28415686,-0.035465688,0.95812166,0.9565581,0.078446865,-0.28078943,-0.06520322,0.9962873,0.05621621
1356877273597,0.25816286,-0.035390943,0.965453,0.9635892,0.081453264,-0.25467858,-0.069626,0.99604857,0.05513051
1356877273637,0.22698325,-0.034433424,0.9732897,0.97090346,0.08631933,-0.22337282,-0.0763222,0.9956722,0.05302459
1356877273677,0.19212416,-0.032215,0.98084176,0.9777223,0.09238437,-0.18847886,-0.08454263,0.9952022,0.04924655
1356877273718,0.15754569,-0.027473092,0.98712945,0.9829941,0.09986955,-0.15410614,-0.09435034,0.99462116,0.042739928
1356877273757,0.12776637,-0.019163549,0.9916191,0.9860192,0.11028451,-0.124913454,-0.10696638,0.9937153,0.032986313
1356877273797,0.10589597,-0.0076051354,0.99434817,0.9867297,0.12458393,-0.10413173,-0.12308788,0.99218,0.020697087
1356877273837,0.093242705,0.0054262877,0.9956286,0.9855617,0.14144182,-0.093070805,-0.14132857,0.98993164,0.007840455
1356877273877,0.089788795,0.017153323,0.99581313,0.9832024,0.15799981,-0.091373354,-0.15890566,0.98729014,-0.0026785731
1356877273917,0.094718575,0.024403453,0.9952049,0.98027015,0.1719349,-0.09751317,-0.17349008,0.98480594,-0.0076364875
1356877273957,0.10774183,0.024841934,0.99386847,0.9769834,0.18248063,-0.1104725,-0.18410611,0.98289555,-0.004609406
1356877273997,0.13002363,0.018033803,0.99134696,0.9730014,0.1899688,-0.13107327,-0.19068882,0.9816246,0.0071534514
1356877274037,0.16291487,0.0049976707,0.98662746,0.96746606,0.19537634,-0.16074061,-0.19356701,0.98071563,0.026994646
1356877274077,0.20568275,-0.013119876,0.97853076,0.95930773,0.20036298,-0.19895577,-0.19345114,0.9796339,0.053797185
1356877274117,0.25529084,-0.03544438,0.9662144,0.94773453,0.20697817,-0.2428154,-0.19137883,0.97770333,0.0864315
1356877274157,0.3062647,-0.06178066,0.9499395,0.93313813,0.21686691,-0.2867436,-0.18829522,0.97424424,0.12406862
1356877274197,0.35200128,-0.09274903,0.9313929,0.9176048,0.23050222,-0.32383668,-0.18465266,0.9686415,0.166244
1356877274237,0.38523385,-0.13029742,0.913574,0.90506625,0.24659589,-0.34647587,-0.18013868,0.9603193,0.2129249
1356877274299,0.39935705,-0.17699087,0.8995489,0.9001454,0.26184514,-0.34810245,-0.17393151,0.9487419,0.2638872
1356877274319,0.39317232,-0.23133287,0.88988805,0.9043226,0.2722141,-0.32878584,-0.16618112,0.93401533,0.3162266
1356877274359,0.3740313,-0.2848006,0.88260365,0.9136761,0.27637017,-0.2980194,-0.15904924,0.91788244,0.36358652
1356877274398,0.3566405,-0.32458487,0.87604344,0.9211868,0.27838925,-0.27187183,-0.15563557,0.9039602,0.39828816
1356877274437,0.35316733,-0.3422239,0.87072134,0.9222102,0.28400877,-0.26242596,-0.15748405,0.8956683,0.41590497
1356877274477,0.36838987,-0.33563927,0.8669689,0.9152732,0.29442963,-0.27492937,-0.16298431,0.8947946,0.41566652
1356877274517,0.40060958,-0.30706656,0.8632625,0.90071,0.30476323,-0.30958197,-0.16802841,0.90157056,0.39866894
1356877274557,0.44326907,-0.2621929,0.8571857,0.8803324,0.30751616,-0.3611768,-0.16890049,0.9147069,0.36712933
1356877274597,0.48815638,-0.20872569,0.84742963,0.8571676,0.29735893,-0.42052504,-0.16421643,0.93167114,0.32407057
1356877274637,0.52834314,-0.1543012,0.83489203,0.8348861,0.27316874,-0.4778535,-0.15433303,0.94951034,0.2731508
1356877274677,0.5590149,-0.105137885,0.8224648,0.8172054,0.2376765,-0.5250574,-0.14027715,0.9656376,0.21878396
1356877274717,0.5776742,-0.0649285,0.813681,0.8068738,0.19621502,-0.5571843,-0.12347931,0.9784089,0.16573747
1356877274757,0.58374065,-0.034543514,0.811205,0.8050004,0.15496983,-0.5726768,-0.10593003,0.98731506,0.11826973
1356877274798,0.5774965,-0.013031006,0.8162892,0.8114329,0.11921474,-0.5721578,-0.089857936,0.992783,0.079419866
1356877274837,0.55862355,5.938411E-4,0.8294211,0.8258796,0.09191653,-0.55630416,-0.07656789,0.9957666,0.050856277
1356877274877,0.5251254,0.006340623,0.85100126,0.8484847,0.07330297,-0.52411854,-0.06570417,0.99728954,0.03311333
1356877274917,0.47449213,0.0041876435,0.88024986,0.8784681,0.061516598,-0.47382447,-0.056134194,0.9980973,0.02551043
1356877274958,0.4065168,-0.004447043,0.91363245,0.9124004,0.05411768,-0.40570515,-0.04763949,0.9985246,0.026057243
1356877274997,0.3261413,-0.01590097,0.9451873,0.9443905,0.049833655,-0.325028,-0.041933835,0.99863094,0.03126952
1356877275038,0.24370947,-0.025528759,0.9695122,0.9689101,0.050367326,-0.2422319,-0.042647928,0.99840444,0.037010044
1356877275077,0.16955715,-0.030338973,0.9850533,0.9840629,0.05955106,-0.16755259,-0.053577572,0.9977641,0.039952785
1356877275117,0.108881116,-0.031008095,0.99357104,0.9912195,0.078823924,-0.10616338,-0.0750252,0.9964062,0.039318293
1356877275157,0.06272012,-0.03052184,0.9975643,0.9927261,0.10482931,-0.059208453,-0.10276675,0.9940217,0.03687483
